hero,role,data_tier,map,map_name,update_date,win_rate,pick_rate,win_rate_z,pick_rate_log,pick_rate_z,total_score,rank
소전,Damage,Silver,all-maps,전체 전장,2026-04-26,43.6,11.1,-2.4683471262771315,2.493205452602695,0.5207114162508165,-1.2727237092659522,C
솔저: 76,Damage,Silver,all-maps,전체 전장,2026-04-26,48.2,19.1,-0.5393856478473685,3.0007198150650303,1.3064740921159848,0.1989582481379728,A
솜브라,Damage,Silver,all-maps,전체 전장,2026-04-26,48.8,2.3,-0.2877819767478367,1.1939224684724346,-1.4909125885615455,-0.7690342214733202,C
시그마,Tank,Silver,all-maps,전체 전장,2026-04-26,52.3,12.9,1.1799061046661128,2.631888840136646,0.7354289449489536,1.002115240779249,S
시메트라,Damage,Silver,all-maps,전체 전장,2026-04-26,53.7,3.2,1.7669813372316951,1.4350845252893227,-1.1175317404566818,0.6131761061563443,S
아나,Support,Silver,all-maps,전체 전장,2026-04-26,48.9,36.0,-0.2458480315645804,3.610917912644224,2.2512175820053892,0.7529782138634075,S
안란,Damage,Silver,all-maps,전체 전장,2026-04-26,51.9,10.7,1.0121703239330906,2.4595888418037104,0.4686642624978254,0.7947678993589845,S
애쉬,Damage,Silver,all-maps,전체 전장,2026-04-26,49.3,8.0,-0.0781122508315581,2.1972245773362196,0.0624569474985929,-0.0218845714994977,B
에코,Damage,Silver,all-maps,전체 전장,2026-04-26,49.4,3.6,-0.0361783056483018,1.5260563034950494,-0.9766840459710908,-0.4123806017774175,B
엠레,Damage,Silver,all-maps,전체 전장,2026-04-26,49.3,16.3,-0.0781122508315581,2.8507065015037334,1.0742149258779587,0.3828186198522486,A
오리사,Tank,Silver,all-maps,전체 전장,2026-04-26,46.7,14.0,-1.168394825596204,2.70805020110221,0.8533463069315437,-0.3596983725851049,B
우양,Support,Silver,all-maps,전체 전장,2026-04-26,51.4,9.9,0.8025005980168122,2.388762789235098,0.359007329209735,0.6251032904939813,S
위도우메이커,Damage,Silver,all-maps,전체 전장,2026-04-26,50.1,2.8,0.2573593106344892,1.33500106673234,-1.272486658035811,-0.3545790768336309,B
윈스턴,Tank,Silver,all-maps,전체 전장,2026-04-26,51.1,9.1,0.6766987624670462,2.312535423847214,0.2409877754167504,0.5024143676469279,A
일리아리,Support,Silver,all-maps,전체 전장,2026-04-26,53.4,13.9,1.6411795016819262,2.7013612129514133,0.8429900340515016,1.3219037146297563,S
자리야,Tank,Silver,all-maps,전체 전장,2026-04-26,50.1,8.7,0.2573593106344892,2.272125885509337,0.1784234238961514,0.2257849559391541,A
정커퀸,Tank,Silver,all-maps,전체 전장,2026-04-26,49.1,2.0,-0.1619801411980678,1.0986122886681098,-1.6384772437899866,-0.7525789822348353,C
정크랫,Damage,Silver,all-maps,전체 전장,2026-04-26,47.6,5.9,-0.7909893189469033,1.9315214116032136,-0.3489198448334811,-0.6141615293015343,C
제트팩 캣,Support,Silver,all-maps,전체 전장,2026-04-26,47.3,3.4,-0.9167911544966724,1.4816045409242156,-1.0455067995481857,-0.9682774125172776,C
젠야타,Support,Silver,all-maps,전체 전장,2026-04-26,51.7,10.4,0.928302433566581,2.4336133554004498,0.4284475332527685,0.728360473441056,S
주노,Support,Silver,all-maps,전체 전장,2026-04-26,48.7,11.0,-0.32971592193109,2.4849066497880004,0.5078627365119527,0.005315541446127,B
캐서디,Damage,Silver,all-maps,전체 전장,2026-04-26,47.0,15.7,-1.042592990046438,2.8154087194227095,1.019564886880985,-0.2177298392754688,B
키리코,Support,Silver,all-maps,전체 전장,2026-04-26,50.1,47.9,0.2573593106344892,3.8897773964808264,2.6829637362358323,1.2276010808750264,S
토르비욘,Damage,Silver,all-maps,전체 전장,2026-04-26,50.0,3.5,0.2154253654512329,1.5040773967762742,-1.0107130426523767,-0.275029997790211,B
트레이서,Damage,Silver,all-maps,전체 전장,2026-04-26,49.9,6.2,0.1734914202679766,1.9740810260220096,-0.2830266229209983,-0.0091157970076133,B
파라,Damage,Silver,all-maps,전체 전장,2026-04-26,53.0,6.5,1.473443720948904,2.0149030205422647,-0.2198236832194261,0.7961367592815719,S
프레야,Damage,Silver,all-maps,전체 전장,2026-04-26,46.6,2.7,-1.2103287707794603,1.308332819650179,-1.31377595886711,-1.2517076460145202,C
한조,Damage,Silver,all-maps,전체 전장,2026-04-26,48.8,5.7,-0.2877819767478367,1.9021075263969205,-0.3944600991725948,-0.3304532257177399,B
해저드,Tank,Silver,all-maps,전체 전장,2026-04-26,52.5,4.4,1.2637739950326254,1.6863989535702288,-0.728432411934358,0.466891432245832,A
시에라,Damage,Bronze,all-maps,전체 전장,2026-04-26,53.4,32.7,1.5497404075858572,3.517497837358316,2.045140377662508,1.747900395616517,S
라마트라,Tank,Bronze,all-maps,전체 전장,2026-04-26,49.5,9.8,0.0007787640239117,2.379546134130174,0.3490154397347128,0.1400734343082322,A
D.VA,Tank,Bronze,all-maps,전체 전장,2026-04-26,47.4,10.4,-0.8332775055863674,2.4336133554004498,0.4296030095417852,-0.3281252995351063,B
